---------------------------------------------- STRESS TEST PARAMETERS -----------------------------------------------
* Coefficient and boolean parameters
 Policy type                                   : Gaussian
 Do evaluation                                 : True
 Reward discount factor (gamma)                : 0.99
 Target smoothing coefficient (tau)            : 0.005
 Action sampling frequency coefficient (theta) : 1.5
 Maximum action sampling count per episode     : 4
 RL learning rate                              : 0.0003
 SAC's entropy temperature parameters (alpha)  : 0.2
 Do automatic entroypy tuning                  : False

* Neural networks parameters
 Set random seed                               : 25450
 SAC batch size                                : 64
 SAC replay size                               : 1000
 SAC hidden network size                       : 256
 Run training on CUDA                          : False

* Timesteps and episode parameters
 Simulator time step size                      : 0.5
 Maximum steps count over all episodes         : 100000
 Steps count for initial exploration           : 10000
 Steps count for model update                  : 1
 Steps count for target update                 : 1
 Episodes count for evaluation                 : 20
 Episodes count during evaluation              : 20

* Others
 Autopilot LOS's radius of acceptance          : 500
 Autopilot LOS's lookahead distance            : 1000

-------------------------------------------------- TRAINING PHASE ---------------------------------------------------

Episode: 1   , Total numsteps: 7052  , Episode steps: 7052 , Reward: 5186.02 , Status: |Map horizon hit failure|
 || 
_||_
\  /
 \/ 
************************************************* Simulation Step ***************************************************
# Step 0, act: -, - , ter: - , rew: - 
  n_pos: -        | e_pos: -        | head: -      | f_spd: -    | s_spd: -       | e_ct: -       | p_load: -
  n_pos:    76.82 | e_pos:    85.98 | head:   0.87 | f_spd: 6.09 | s_spd: :153.98 | e_ct:  -37.17 | p_load:    0.00
# Step 36, act: 0.39, 6.32, ter: False, rew: 0.69 
  n_pos:    78.66 | e_pos:    88.41 | head:   0.88 | f_spd: 6.06 | s_spd: :149.75 | e_ct:  -37.95 | p_load:    0.00
# Step 37, act: 0.39, 6.32, ter: False, rew: 0.70 
  n_pos:    80.46 | e_pos:    90.85 | head:   0.88 | f_spd: 6.03 | s_spd: :145.68 | e_ct:  -38.71 | p_load:    0.00
# Step 38, act: 0.39, 6.32, ter: False, rew: 0.70 
  n_pos:    82.25 | e_pos:    93.28 | head:   0.89 | f_spd: 6.00 | s_spd: :141.77 | e_ct:  -39.45 | p_load:    0.00
# Step 39, act: 0.39, 6.32, ter: False, rew: 0.71 
  n_pos:    84.01 | e_pos:    95.71 | head:   0.89 | f_spd: 5.97 | s_spd: :137.99 | e_ct:  -40.16 | p_load:    0.00
# Step 40, act: 0.39, 6.32, ter: False, rew: 0.72 
  n_pos:    85.75 | e_pos:    98.14 | head:   0.90 | f_spd: 5.94 | s_spd: :134.35 | e_ct:  -40.86 | p_load:    0.00
# Step 41, act: 0.39, 6.32, ter: False, rew: 0.73 
